ids,street,locale
060371224201_060371224202,Tujunga Avenue,Los Angeles
060371224202_060371232052,Lankershim Boulevard,Los Angeles
060371224102_060371224202,Sherman Way,Los Angeles
060374034011_060374034013,La Puente Road,West Covina
060374034011_060374081361,La Puente Road,West Covina
060374034011_060374034021,Valley Boulevard,Walnut
060374034011_060374034042,La Puente Road,Walnut
060374034013_060374034071,Meadow Pass Road,Walnut
060374034013_060374081361,La Puente Road,West Covina
060374034013_060374034021,La Puente Road,Walnut
060374034013_060374034042,La Puente Road,Walnut
060374034013_060374081371,South Sentous Avenue,West Covina
060374034013_060374034082,Meadow Pass Road,Walnut
060372080002_060372080003,West Court Street,Los Angeles
060372080001_060372080002,North Bixel Street,Los Angeles
060372080002_060372083022,West Temple Street,Los Angeles
060372080001_060372080003,Beverly Boulevard,Los Angeles
060372080003_060372083021,Colton Street,Los Angeles
060372080003_060372083022,West Court Street,Los Angeles
060372075021_060372080001,West 3rd Street,Los Angeles
060372071011_060372080001,Harbor Frwy and Transit Way,Los Angeles
060372080001_060372083021,Beverly Boulevard,Los Angeles
060372080001_060372083022,West Temple Street,Los Angeles
060372080001_060372092001,Lucas Avenue,Los Angeles
060372080001_060372091031,Lucas Avenue,Los Angeles
060371976001_060372080001,Harbor Frwy and Transit Way,Los Angeles
060371957202_060372080001,Hollywood Freeway,Los Angeles
060372075011_060372080001,West 3rd Street,Los Angeles
060372080001_060372083023,Lucas Avenue,Los Angeles
060374338021_060374338022,Pomona Freeway,South El Monte
060374338021_060375003001,Sports Arena Drive,Pico Rivera
060374338021_060375005001,Rio Hondo Bike Path,Montebello
060374338021_060374340041,Peck Road,South El Monte
060374338021_060375300031,San Gabriel Boulevard,Rosemead
060374338021_060375004032,Kruse Road,Pico Rivera
060374338021_060374824022,Pomona Freeway,Rosemead
060374337003_060374338021,Santa Anita Avenue,South El Monte
060374338021_060375300041,East Lincoln Avenue,Montebello
060374338013_060374338022,Michael Hunt Drive,South El Monte
060374338022_060374340041,Pomona Freeway,South El Monte
060374338012_060374338022,Cogswell Road,South El Monte
060372240201_060372240202,South Grand Avenue,Los Angeles
060372240202_060372264101,Maple Avenue South,Los Angeles
060372240202_060372246002,West Adams Boulevard,Los Angeles
060372240202_060372260011,Maple Avenue South,Los Angeles
060372240201_060372260021,Christopher Columbus Transcontinental Highway,Los Angeles
060372240201_060372244101,Christopher Columbus Transcontinental Highway,Los Angeles
060372240201_060372246002,West Adams Boulevard,Los Angeles
060372240201_060372242002,Christopher Columbus Transcontinental Highway,Los Angeles
060372240201_060372244202,South Figueroa Street,Los Angeles
060372240201_060372244201,Harbor Frwy and Transit Way,Los Angeles
060372240201_060372247003,West Adams Boulevard,Los Angeles
060372240201_060372260011,Maple Avenue South,Los Angeles
060372240101_060372240201,Christopher Columbus Transcontinental Highway,Los Angeles
060372240102_060372240201,Santa Monica Freeway,Los Angeles
060371252001_060371252002,Colfax Avenue,Los Angeles
060371241022_060371252001,Tujunga Avenue,Los Angeles
060371241023_060371252001,Burbank Boulevard,Los Angeles
060371239022_060371252001,Colfax Avenue,Los Angeles
060371252001_060371253201,Tujunga Avenue,Los Angeles
060371242042_060371252001,Tujunga Avenue,Los Angeles
060371251001_060371252001,Colfax Avenue,Los Angeles
060371252002_060371252003,Addison Street,Los Angeles
060371252002_060371433004,Farmdale Avenue,Los Angeles
060371252002_060371254011,Morrison Street,Los Angeles
060371252002_060371254021,Riverside Drive,Los Angeles
060371252002_060371254023,Tujunga Avenue,Los Angeles
060371252002_060371253201,Tujunga Avenue,Los Angeles
060371251001_060371252002,Colfax Avenue,Los Angeles
060371252003_060371433004,Riverside Drive,Los Angeles
060371252003_060371433002,Riverside Drive,Los Angeles
060375006004_060375006005,Lexington Road,Pico Rivera
060375006003_060375006005,Paramount Boulevard,Pico Rivera
060375006002_060375006005,Whittier Boulevard,Pico Rivera
060375006001_060375006005,Beverly Road,Pico Rivera
060375006005_060375007006,Whittier Boulevard,Pico Rivera
060375006005_060375007001,Whittier Boulevard,Pico Rivera
060375006003_060375006004,Beverly Road,Pico Rivera
060375006004_060375007001,Lexington Road,Pico Rivera
060375006004_060375009004,El Camino Real,Pico Rivera
060375006001_060375006003,Pine Street,Pico Rivera
060375005001_060375006003,Rosemead Boulevard,Pico Rivera
060375006001_060375006002,Fir Street,Pico Rivera
060375006002_060375301011,Whittier Boulevard,Pico Rivera
060375006002_060375321011,Whittier Boulevard,Pico Rivera
060375006002_060375007006,Whittier Boulevard,Pico Rivera
060375005001_060375006001,Pine Street,Pico Rivera
060375006001_060375301011,Ivy Street,Pico Rivera
060375006001_060375300041,Beverly Boulevard,Pico Rivera
060371243002_060371243003,Riverton Avenue,Los Angeles
060371243001_060371243002,Burbank Boulevard,Los Angeles
060371243001_060371243003,Whitnall Highway,Los Angeles
060371242031_060371243003,Oxnard Street,Los Angeles
060371242012_060371243003,Oxnard Street,Los Angeles
060371231043_060371243003,Oxnard Street,Los Angeles
060371242041_060371243003,Hatteras Street,Los Angeles
060371243001_060373112001,North Clybourn Avenue,Burbank
060371231043_060371243001,Oxnard Street,Los Angeles
060371231042_060371243001,North Clybourn Avenue,Los Angeles
060371243001_060373111003,North Clybourn Avenue,Los Angeles
060371863021_060371863023,North Eagle Rock Boulevard,Los Angeles
060371863021_060371864031,North Eagle Rock Boulevard,Los Angeles
060371861003_060371863021,Verdugo Road,Los Angeles
060371862022_060371863021,Scandia Way,Los Angeles
060371862021_060371863021,West Avenue 42,Los Angeles
060371863011_060371863021,Verdugo Road,Los Angeles
060371863022_060371863023,Division Street,Los Angeles
060371862031_060371863022,Division Street,Los Angeles
060371852042_060371863022,Future Street,Los Angeles
060371852041_060371863022,Division Street,Los Angeles
060371851001_060371863022,Division Street,Los Angeles
060371852032_060371863022,Division Street,Los Angeles
060371862031_060371863023,Division Street,Los Angeles
060371863023_060371864031,North Eagle Rock Boulevard,Los Angeles
060371863023_060371864042,North Eagle Rock Boulevard,Los Angeles
060371862021_060371863023,Palmero Drive,Los Angeles
060372643012_060377011001,San Vicente Boulevard,Los Angeles
060372643013_060377011001,Kiowa Avenue,Los Angeles
060372654101_060377011001,San Diego Freeway,Los Angeles
060372641031_060377011001,Chenault Street,Los Angeles
060372674032_060377011001,Wilshire Boulevard,Los Angeles
060372674031_060377011001,Federal Avenue,Los Angeles
060372654202_060377011001,Veteran Avenue,Los Angeles
060372654102_060377011001,Cashmere Street,Los Angeles
060372655203_060377011001,San Diego Freeway,Los Angeles
060372653032_060377011001,Veteran Avenue,Los Angeles
060372655101_060377011001,Veteran Avenue,Los Angeles
060371340011_060371340012,De Soto Avenue,Los Angeles
060371340012_060371340022,De Soto Avenue,Los Angeles
060371340012_060371349041,De Soto Avenue,Los Angeles
060371340012_060371340021,De Soto Avenue,Los Angeles
060371340012_060371345202,Variel Avenue,Los Angeles
060371340011_060371345211,Saticoy Street,Los Angeles
060371340011_060371340022,De Soto Avenue,Los Angeles
060371340011_060371340021,De Soto Avenue,Los Angeles
060371340011_060371345202,Variel Avenue,Los Angeles
060371340011_060371342011,De Soto Avenue,Los Angeles
060371340011_060371342013,Saticoy Street,Los Angeles
060371340011_060371342012,De Soto Avenue,Los Angeles
060372170011_060372170013,Cashio Street,Los Angeles
060372170011_060372170012,Cashio Street,Los Angeles
060372170011_060372691001,Cashio Street,Los Angeles
060372170011_060372695004,Bagley Avenue,Los Angeles
060372170011_060372695001,Monte Mar Drive,Los Angeles
060372170011_060372696022,South Robertson Boulevard,Los Angeles
060372170011_060372691002,Cashio Street,Los Angeles
060372170011_060372170021,Pickford Street,Los Angeles
060372170011_060372170023,South Robertson Boulevard,Los Angeles
060375310001_060375311021,East Cesar E Chavez Avenue,Los Angeles
060375310002_060375311021,South Sunol Drive,Los Angeles
060375310003_060375311021,South Sunol Drive,Los Angeles
060375309011_060375311021,North Gage Avenue,Los Angeles
060375311013_060375311021,North Gage Avenue,Los Angeles
060375311012_060375311021,Michigan Avenue,Los Angeles
060375311014_060375311021,East 1st Street,Los Angeles
060372170012_060372170013,Cashio Street,Los Angeles
060372170013_060372691001,Cashio Street,Los Angeles
060372170013_060372691002,South Doheny Drive,Los Angeles
060372170013_060377009013,South Almont Drive,Beverly Hills
060372170013_060377009014,South Almont Drive,Beverly Hills
060372164012_060372170012,South Robertson Boulevard,Los Angeles
060372170012_060377009013,South Almont Drive,Beverly Hills
060372170012_060377009014,Whitworth Drive,Los Angeles
060372170012_060372170021,Cashio Street,Los Angeles
060375355011_060375355012,Sale Place,South Gate
060375355011_060375355021,Santa Ana Street,South Gate
060375355011_060375355022,Mountain View Avenue,South Gate
060375348041_060375355011,Santa Ana Street,Walnut Park
060375348042_060375355011,Sale Place,South Gate
060375347001_060375355011,Mountain View Avenue,South Gate
060375355012_060375355022,Independence Avenue,South Gate
060375348041_060375355012,Sale Place,South Gate
060375348042_060375355012,Ardmore Avenue,South Gate
060371957101_060371958041,North Coronado Street,Los Angeles
060371956002_060371957101,North Alvarado Street,Los Angeles
060371956004_060371957101,North Coronado Street,Los Angeles
060371957101_060371957201,North Alvarado Street,Los Angeles
060371957101_060371957102,Kent Street,Los Angeles
060373013002_060373014001,Grandview Avenue,Glendale
060373014001_060373014002,West Mountain Street,Glendale
060373014001_060373014004,West Mountain Street,Glendale
060373007022_060373014001,West Mountain Street,Glendale
060373014001_060373101004,Allen Avenue,Glendale
060375032022_060375032023,Mills Avenue,Whittier
060375031031_060375032022,Florence Avenue,Whittier
060375029022_060375032022,Telegraph Road,Whittier
060375029012_060375032022,Gunn Avenue,Whittier
060375032021_060375032022,Florence Avenue,Whittier
060375020051_060375032023,Gunn Avenue,Whittier
060375032023_060375033023,Mills Avenue,Whittier
060375032023_060375033022,Mills Avenue,Whittier
060375029012_060375032023,Gunn Avenue,Whittier
060375029011_060375032023,Gunn Avenue,Whittier
060375032021_060375032023,Mills Avenue,Whittier
060371132312_060379800231,Woodlake Avenue,Los Angeles
060371132351_060379800231,County Line Road,Los Angeles
060371132371_060379800231,Plummer Street,Los Angeles
060371132372_060379800231,Farralone Avenue,Los Angeles
060371132311_060379800231,Rayen Street,Los Angeles
060379800231_061110075112,Plummer Street,Los Angeles
060372270101_060372270102,Hooper Avenue,Los Angeles
060372260012_060372270102,East 20th Street,Vernon
060372060312_060372270102,Alameda Street,Los Angeles
060372270102_060372270201,Hooper Avenue,Los Angeles
060372270102_060372270202,Hooper Avenue,Los Angeles
060372270102_060372281001,Compton Avenue,Los Angeles
060372260012_060372270101,East 20th Street,Los Angeles
060372270101_060372270201,South Central Avenue,Los Angeles
060372270101_060372270202,Hooper Avenue,Los Angeles
060371926201_060371926202,Rosewood Avenue,Los Angeles
060371926201_060372112021,Beverly Boulevard,Los Angeles
060371926201_060372111221,Beverly Boulevard,Los Angeles
060371926103_060371926201,Rosewood Avenue,Los Angeles
060371926101_060371926201,Rosewood Avenue,Los Angeles
060371926201_060371927002,Beverly Boulevard,Los Angeles
060371926202_060372114201,Beverly Boulevard,Los Angeles
060371925202_060371926202,Rosewood Avenue,Los Angeles
060371926202_060372112021,Beverly Boulevard,Los Angeles
060371926103_060371926202,Rosewood Avenue,Los Angeles
060374017031_060374017032,West Grove Street,Pomona
060374016012_060374017031,Foothill Boulevard,Pomona
060374017031_060374017041,East Grove Street,Pomona
060374017031_060374017042,East Grove Street,Pomona
060374016021_060374017031,Foothill Boulevard,La Verne
060374015001_060374017032,Bonita Avenue,La Verne
060374017032_060374021021,North Garey Avenue,Pomona
060374017032_060374017041,East Grove Street,Pomona
060374017032_060374017042,East Harrison Avenue,Pomona
060374017032_060374017043,North Garey Avenue,Pomona
060374016021_060374017032,Fulton Road,La Verne
060374017032_060374022001,Fulton Road,Pomona
060374038011_060374038012,North Glendora Avenue,Covina
060374038011_060374038013,North Glendora Avenue,Covina
060374038011_060374038014,North Grand Avenue,Covina
060374038011_060374039022,North Glendora Avenue,Covina
060374038011_060374039023,East Arrow Highway,Covina
060374037021_060374038011,North Glendora Avenue,Covina
060374037212_060374038011,North Grand Avenue,Covina
060374038012_060374038013,North Glendora Avenue,Covina
060374038012_060374038021,North Bonnie Cove Avenue,Covina
060374012032_060374038012,East Arrow Highway,Glendora
060374012031_060374038012,East Arrow Highway,Glendora
060374038012_060374039022,East Arrow Highway,Glendora
060374038012_060374038022,North Bonnie Cove Avenue,Covina
060374037031_060374038013,North Bonnie Cove Avenue,Covina
060374038013_060374038021,North Bonnie Cove Avenue,Covina
060374038013_060374038022,North Bonnie Cove Avenue,Covina
060374037021_060374038013,North Glendora Avenue,Covina
060374038014_060374040004,North Barranca Avenue,Covina
060374038014_060374059001,North Barranca Avenue,Covina
060374038014_060374039023,West Arrow Highway,Glendora
060374037212_060374038014,Barranca Avenue,Covina
060375326062_060375326063,Gage Avenue,Huntington Park
060375326061_060375326062,Randolph Street,Huntington Park
060375326062_060375331062,Miles Avenue,Huntington Park
060375326053_060375326062,Clarendon Avenue,Huntington Park
060375326052_060375326062,Seville Avenue,Huntington Park
060375326051_060375326062,Randolph Street,Huntington Park
060375326063_060375331042,Zoe Avenue,Huntington Park
060375326063_060375331062,Miles Avenue,Huntington Park
060375326063_060375331061,Zoe Avenue,Huntington Park
060375326053_060375326063,Gage Avenue,Huntington Park
060372128001_060372129002,Country Club Drive,Los Angeles
060372127011_060372129002,5th Avenue,Los Angeles
060375326052_060375326061,Randolph Street,Huntington Park
060375326051_060375326061,Seville Avenue,Huntington Park
060375325003_060375326061,Miles Avenue,Huntington Park
060375325002_060375326061,Miles Avenue,Huntington Park
060379108071_060379200401,Sand Canyon Road,Santa Clarita
060379108071_060379200411,Soledad Canyon Road,Santa Clarita
060372374012_060372374013,South Budlong Avenue,Los Angeles
060372374011_060372374013,South Budlong Avenue,Los Angeles
060372372013_060372374013,South Budlong Avenue,Los Angeles
060372374013_060372378001,West Florence Avenue,Los Angeles
